username,map_label,project_code,sampleMedia ,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TP,TN,dateAnalM3Ex,dateAnalM3ICP,m3.P,m3.Fe,m3.Al,SPSC,dateAnalWE,wEX.P,wEX.NH3,wEX.NOx,dateAnalpH,pH,dateAnalEC,EC,samp_type,locName,Location Sortable,specific_location,samp_type,notes,samp_notes,y,x
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03369,S03369,S03369,20230518,20230801,681,"1,403",20230615,20230619,19.3,253.5,874.3,95,20230714,0.685,0.4,3.795,20230615,6.252,20230615,18.19,sample,Wetland Pool 12,Wetland Pool 12, Etween 13 and 12,sample,,,41.02415,-83.69154
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00390,S00390,S00390,20220628,20220930,547,"1,088",20220922,20221002,45.5,390.1,785.2,66,20220726,0.694,0.4,1.969,20221004,6.1324,20220712,18.81,sample,Wetland Pool 16,Wetland Pool 16,"Between pools10,11,15,16",sample,,,41.02318816,-83.69153883
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00381,S00381,S00381,20220628,20220930,726,"1,412",20220922,20221002,43,199,864.3,67,20220726,0.323,0.58,1.7,20221004,5.7552,20220712,57.8,sample,Wetland Pool 15,Wetland Pool 15,"Between pools 11,12,13,15",sample,,,41.02385952,-83.69152992
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00022,D00022,A-20210527-21-08D,20210527,20210615,684,1716,20210728,20210813,31,421,855,90.48400965,,,,,,,,,sample,Wetland Pool 14,Wetland Pool 14,Pool ,sample,"This pool was full with water and the bottom was extremely soft soil, had one of the greatest risks of sinking of the pools we visited that day.",,41.024076,-83.691524
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00046,S00046,A-20210527-21-08S,20210527,20210615,741,1624,20210728,20210813,21.3,265,977,105.6009767,,,,,,,,,sample,Wetland Pool 14,Wetland Pool 14,Soil near pool ,sample,This pool and soil surrounded it had already been seeded and sprouts were beginning to grow.,,41.024076,-83.691524
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03365,S03365,S03365,20230518,20230801,480,331,20230615,20230619,1.8,58.4,426.6,50,20230714,1.023,0.4,3.051,20230615,7.448,20230615,25.1,sample,Wetland Pool 13,Wetland Pool 13,South edge,sample,,,41.02400833,-83.69128
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03069,S03069,S03069,20221025,20221214,701,"1,812",20221212,20230105,18.4,688.2,641.8,93,20221222,0.2,4.867,13.835,20221214,6.0772,20221214,48.3,sample,Wetland Pool 13,Wetland Pool 13,Center,sample,,,41.02407833,-83.69122
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00382,S00382,S00382,20220628,20220930,10,43,20220922,20221002,20.6,819.3,797.1,116,20220726,0.2,6.249,1,20221004,5.7736,20220712,28.9,sample,Wetland Pool 13,Wetland Pool 13,South edge,sample,,"Deeper, almost no veg except edges",41.02409613,-83.6912132
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03078,S03078,S03078,20221025,20221215,650,"1,641",20221212,20230105,15.8,576.4,593.4,84,20221222,0.2,0.4,7.079,20221214,6.0128,20221214,44.9,sample,Wetland Pool 15,Wetland Pool 15,Interior,sample,,,41.02335333,-83.69112833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03362,S03362,S03362,20230518,20230801,710,793,20230615,20230619,18,563.2,979.5,126,20230714,0.784,0.4,9.546,20230615,6.436,20230615,20.1,sample,Wetland Pool 15,Wetland Pool 15,South edge ,sample,,,41.02327833,-83.69111333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03070,S03070,S03070,20221025,20221214,592,"1,645",20221212,20230105,22,556.3,704.1,90,20221222,0.303,1.496,1.886,20221214,5.9024,20221214,14.95,sample,Wetland Pool 14,Wetland Pool 14,Interior,sample,,,41.02396833,-83.69067
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00383,S00383,S00383,20220628,20220930,632,"1,370",20220922,20221002,22.7,884.5,816,120,20220726,0.217,1.166,2.001,20221004,5.608,20220712,18.67,sample,Wetland Pool 14,Wetland Pool 14,Near center,sample,,Dense cattails,41.02395716,-83.69064174
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03329,S03329,S03329,20230518,20230801,721,"1,765",20230602,20230619,10.9,169.5,802.4,91,20230713,0.429,2.343,2.683,20230605,5.332,20230620,13.47,sample,Wetland Pool 19,Wetland Pool 19,"Between 16, 17, 19",sample,,,41.02323167,-83.69061667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03077,S03077,S03077,20221025,20221215,601,"1,794",20221212,20230105,24.5,537.4,491.2,62,20221222,0.316,0.91,4.876,20221214,5.838,20221214,24.9,sample,Wetland Pool 16,Wetland Pool 16,Interior,sample,,,41.023055,-83.690565
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00388,S00388,S00388,20220628,20220930,705,"1,757",20220922,20221002,17.7,762.3,870.9,125,20220726,0.2,1.554,2.978,20221004,5.7368,20220712,15.4,sample,Wetland Pool 16,Wetland Pool 16,Near center,sample,,Dense veg throughout pool,41.02302098,-83.69055803
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03364,S03364,S03364,20230518,20230801,846,"1,770",20230615,20230619,30,492.2,973.7,109,20230714,0.979,0.4,8.237,20230615,5.976,20230615,25.3,sample,Wetland Pool 16,Wetland Pool 16,East edge,sample,,,41.02315333,-83.69053667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03363,S03363,S03363,20230518,20230801,799,"1,583",20230615,20230619,21.4,833.2,1158.1,158,20230714,0.437,0.4,7.297,20230615,5.884,20230615,12.15,sample,Wetland Pool 14,Wetland Pool 14,East edge,sample,,,41.02394167,-83.69052667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03076,S03076,S03076,20221025,20221215,553,"1,618",20221212,20230105,18.5,198.1,788,83,20221222,0.608,0.4,2.354,20221214,6.2244,20221214,27.2,sample,Wetland Pool 16,Wetland Pool 16,"Between 19, 17, 16, 15",sample,,,41.023275,-83.69046667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03368,S03368,S03368,20230518,20230801,484,548,20230615,20230619,12.8,379.8,882.7,110,20230714,1.046,0.4,4.374,20230615,6.804,20230615,12.21,sample,Wetland Pool 17,Wetland Pool 17,South edge,sample,,,41.02333,-83.69045167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00387,S00387,S00387,20220628,20220930,479,"1,104",20220922,20221002,13.4,252.6,591.8,69,20220726,0.2,0.4,1,20221004,6.022,20220712,12.19,sample,Wetland Pool 17,Wetland Pool 17,Near center,sample,,Almost no standing water,41.02342772,-83.69043198
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03366,S03366,S03366,20230518,20230801,580,987,20230615,20230619,5.2,281.2,870.5,110,20230714,5.229,1.067,8.257,20230615,6.804,20230615,17.24,sample,Wetland Pool 19,Wetland Pool 19,West edge,sample,,,41.02317,-83.69038833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03071,S03071,S03071,20221025,20221214,622,"1,820",20221212,20230105,14.4,152.2,528.6,55,20221222,0.325,1.542,1,20221214,6.022,20221214,9.83,sample,Wetland Pool 14,Wetland Pool 14,About midway between 14 and 18,sample,,,41.023905,-83.690385
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03075,S03075,S03075,20221025,20221215,570,"1,767",20221212,20230105,11,329.2,768.5,95,20221222,0.237,2.034,4.304,20221214,7.448,20221214,10.07,sample,Wetland Pool 17,Wetland Pool 17,Center,sample,,,41.02341333,-83.69034
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03361,S03361,S03361,20230518,20230801,694,"1,486",20230615,20230619,19,236.6,917.9,99,20230714,4.538,1.579,6.532,20230615,8.828,20230615,21.99,sample,Wetland Pool 18,Wetland Pool 18,Between 14 and 18,sample,,,41.023885,-83.69033667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00386,S00386,S00386,20220628,20220930,679,"1,526",20220922,20221002,15.2,161.2,775.5,83,20220726,0.2,0.569,1,20221004,5.8932,20220712,19.73,sample,Wetland Pool 19,Wetland Pool 19,"Between 14,17,18,19",sample,,Dry area between pools,41.02335383,-83.6901521
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03370,S03370,S03370,20230518,20230801,512,977,20230615,20230619,9.7,412.7,758.5,100,20230714,1.42,0.8,5.436,20230615,6.252,20230615,17.7,sample,Wetland Pool 18,Wetland Pool 18,Southwest edge,sample,,,41.02379167,-83.69008667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03074,S03074,S03074,20221025,20221214,399,"1,060",20221212,20230105,2.9,303.5,188,36,20221222,0.2,2.199,1,20221214,6.8776,20221214,32,sample,Wetland Pool 19,Wetland Pool 19,Center,sample,,,41.02320333,-83.69006
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03072,S03072,S03072,20221025,20221214,646,"1,462",20221212,20230105,13.1,567,262.8,48,20221222,0.2,2.356,1,20221214,5.792,20221214,13.48,sample,Wetland Pool 18,Wetland Pool 18,North edge,sample,,,41.02398667,-83.68999667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00385,S00385,S00385,20220628,20220930,318,681,20220922,20221002,4,515,520.3,84,20220726,0.2,1.009,1,20221004,5.9484,20220712,15.68,sample,Wetland Pool 19,Wetland Pool 19,NW side,sample,,Less veg but moderate depth no cattails,41.02327315,-83.68995202
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03073,S03073,S03073,20221025,20221214,602,"1,416",20221212,20230105,15.6,860.7,389.2,77,20221222,0.2,4.116,1,20221214,5.9852,20221214,10.26,sample,Wetland Pool 18,Wetland Pool 18,South edge,sample,,,41.02375333,-83.68994
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00384,S00384,S00384,20220628,20220930,352,645,20220922,20221002,9.3,535.8,410.2,67,20220726,0.2,2.592,1.987,20221004,6.0312,20220712,20.45,sample,Wetland Pool 18,Wetland Pool 18,West side,sample,,"Deeper, little veg",41.0239264,-83.68989902
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00021,D00021,A-20210527-21-07D,20210527,20210615,595,1637,20210728,20210813,23,283,611,62.78817138,,,,,,,,,sample,Wetland Pool 18,Wetland Pool 18,Pool ,sample,Pool was full with water and bottom was more firm than most other pools,,41.024038,-83.689803
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00045,S00045,A-20210527-21-07S,20210527,20210615,678,1407,20210728,20210813,8.6,166,502,58.16211939,,,,,,,,,sample,Wetland Pool 18,Wetland Pool 18,Soil near pool ,sample,"Soil was dryer around the outside of the pool than most pools, the pool was full of water and had a firmer bottom than most other pools.",,41.024038,-83.689803
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00038,D00038,D00038,20210730,20210806,618,1456,20210809,20210825,13.4,789,781,120,,,,,,,,,sample ,Wetland Pool 14,Wetland Pool 14,"338 north facing towards center, we are in the southeast corner ",sample ,Southeast corner of pool ,,41.024444,-83.689722
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00069,S00069,S00069,20210730,20210806,616,1808,20210809,20210825,12.7,104,398,39,,,,,,,,,sample ,Wetland Pool 14,Wetland Pool 14,3 ft from start of water ,sample ,Start of pool is not clearly defined. Sedge meadow mix seems to be tall. This soil was much softer than p 18 ,,41.024444,-83.689722
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00037,D00037,D00037,20210730,20210806,647,1582,20210809,20210825,17.1,460,919,114,,,,,,,,,sample ,Wetland Pool 18,Wetland Pool 18,"Taken about 1 m in from start of vegetation, Southeast corner of the pool ",sample ,,,41.023611,-83.689722
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00068,S00068,S00068,20210730,20210806,502,1313,20210809,20210825,10.9,150,502,55,,,,,,,,,sample ,Wetland Pool 18,Wetland Pool 18,"1 ft from start of water, 343 north facing the center of the pool ",sample ,Soil was much harder than in most places. Difficult to get a soil sample. The edges of this pool are still not well defined. ,,41.023611,-83.689722
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03089,S03089,S03089,20221025,20221215,458,"2,125",20221212,20230105,9,174.7,341,40,20221222,0.2,3.78,3.353,20221214,7.4296,20221214,107.7,sample,Aurand Run upstream,Aurand Run upstream,North bank of oxbow about 25 m NE of Aurand run,sample,,,41.01947667,-83.68829
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03374,S03374,S03374,20230518,20230801,381,"1,279",20230615,20230619,2.9,146.1,626.6,77,20230714,0.2,0.4,7.881,20230615,7.54,20230615,83.5,sample,Aurand Run downstream,Aurand Run downstream,10 m from bridge ,sample,,,41.01942,-83.68824333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03376,S03376,S03376,20230518,20230801,458,"1,319",20230615,20230619,30.8,2173.1,220.2,115,20230714,0.2,0.4,10.273,20230615,7.54,20230615,82.7,sample,Aurand Run upstream,Aurand Run upstream,,sample,,,41.01940833,-83.68823833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00393,S00393,S00393,20220628,20220930,867,"2,634",20220922,20221002,58.9,1490.2,38.8,28,20220726,0.2,1.505,7.036,20221004,7.494,20220712,524,sample,Aurand Run upstream,Aurand Run upstream,,sample,,Very thin sediment about 1-2 cm thick. We scooped a sample. ,41.01938711,-83.68823181
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03088,S03088,S03088,20221025,20221215,544,"2,498",20221212,20230105,3.1,1499.4,10.9,81,20221222,0.2,0.4,7.258,20221214,7.5216,20221214,1183,sample,Aurand Run upstream,Aurand Run upstream,5 m downstream of bridge ,sample,,,41.01941833,-83.688185
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03276,S03276,S03276,20230517,20230606,796,"2,619",20230608,20230620,17.4,508.5,885.7,112,20230803,0.902,0.4,11.379,20230615,6.16,20230615,226,sample,Wetland Pool 20,Wetland Pool 20,Center,sample,,,41.02384,-83.68808
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00036,D00036,D00036,20210730,20210806,500,1240,20210809,20210825,24.6,1796,1114,203,,,,,,,,,sample ,Wetland Pool 20,Wetland Pool 20,He took the sediment sample from about the middle of the pool ,sample ,"Width of pool was not possible, this pool is almost completely filled with foliage that is over 5 ft tall. There’s plenty of standing water around the pool, we are accessing the pool from the south end ",,41.023611,-83.688056
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03097,S03097,S03097,20221027,20221220,659,"1,818",20221219,20230105,13.5,358.5,545.3,69,20221230,0.2,0.4,4.261,20221216,6.2888,20221215,18.13,sample,Wetland Pool 20,Wetland Pool 20,North interior,sample,,,41.02392,-83.687995
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03277,S03277,S03277,20230517,20230606,745,"2,038",20230608,20230620,16.7,318.8,913.2,106,20230803,0.458,0.4,7.446,20230615,6.436,20230615,217.8,sample,Wetland Pool 20,Wetland Pool 20,1 m from pool edge east ,sample,,,41.02383667,-83.68799333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00399,S00399,S00399,20220628,20220930,184,449,20220922,20221006,16,943.6,891.1,139,20221003,1.051,0.774,6.069,20221004,6.3072,20220712,23,sample,Wetland Pool 20,Wetland Pool 20,South side,sample,,Large part has no standing water,41.02374888,-83.68797724
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03098,S03098,S03098,20221027,20221220,517,"1,623",20221219,20230105,10.5,128.1,615.2,67,20221230,0.266,0.4,1,20221216,6.3532,20221215,13.34,sample,Wetland Pool 20,Wetland Pool 20,Midway between 39 and 20,sample,,,41.02393333,-83.68787333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00400,S00400,S00400,20220628,20220930,754,"1,552",20220922,20221006,47.9,325.7,851.2,68,20221003,0.698,0.4,1.234,20221004,6.2888,20220712,18,sample,Wetland Pool 22,Wetland Pool 22,"Between pools 20,22,39",sample,,,41.02443728,-83.68783039
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03099,S03099,S03099,20221027,20221220,608,"1,573",20221219,20230105,13,94.1,523.6,52,20221230,2.378,3.046,1,20221216,7.632,20221215,72.7,sample,Wetland Pool 20,Wetland Pool 20,Adjacent to trail ~ 30 m SE of pool 20 within 1 m of trail ,sample,,,41.02352,-83.68779
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03278,S03278,S03278,20230517,20230606,538,622,20230608,20230620,14.1,487.8,875.3,113,20230803,0.374,0.4,6.273,20230615,6.344,20230615,268,sample,Wetland Pool 22,Wetland Pool 22,South edge ,sample,,,41.02484333,-83.68768833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03100,S03100,S03100,20221027,20221220,582,"1,639",20221219,20230105,14.8,413.3,694.9,88,20221230,0.271,0.4,3.835,20221216,6.3532,20221215,73.3,sample,Wetland Pool 22,Wetland Pool 22,,sample,,,41.02486167,-83.68758167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00401,S00401,S00401,20220628,20220930,575,"1,210",20220922,20221006,11.4,270.4,480.3,59,20221003,0.523,0.4,1,20221004,6.9236,20220712,21.49,sample,Wetland Pool 22,Wetland Pool 22,South side,sample,,,41.02484377,-83.68754042
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00035,S00035,A-20210527-20-03S,20210527,20210615,719,1526,20210728,20210813,31.3,342,675,65.14220293,,,,,,,,,sample,Wetland Pool 28,Wetland Pool 28,Soil near pool ,sample,"This pool had recently been sprayed but was dry, it was unclear if it was naturally dry or if it was drained by the workers so they could spray the seed. It had a color change in the soil in the deeper layers, turning a more orange color",,41.025697,-83.687512
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00036,S00036,A-20210527-20-04S,20210527,20210615,380,367,20210728,20210813,1.2,158,520,67.26194875,,,,,,,,,sample,Wetland Pool 28,Wetland Pool 28,Soil near pool ,sample,"This pool had recently been sprayed but was dry, it was unclear if it was naturally dry or if it was drained by the workers so they could spray the seed. It had a color change in the soil in the deeper layers, turning a more orange color",,41.025697,-83.687512
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00037,S00037,A-20210527-20-05S,20210527,20210615,818,1624,20210728,20210813,36.8,346,792,73.34607564,,,,,,,,,sample,Wetland Pool 28,Wetland Pool 28,Soil near pool ,sample,"This pool had recently been sprayed but was dry, it was unclear if it was naturally dry or if it was drained by the workers so they could spray the seed. It had a color change in the soil in the deeper layers, turning a more orange color",,41.025697,-83.687512
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00038,S00038,A-20210527-20-06S,20210527,20210615,342,39,20210728,20210813,4.6,167,693,84.26585301,,,,,,,,,sample,Wetland Pool 28,Wetland Pool 28,Soil near pool ,sample,"This pool had recently been sprayed but was dry, it was unclear if it was naturally dry or if it was drained by the workers so they could spray the seed. It had a color change in the soil in the deeper layers, turning a more orange color",,41.025697,-83.687512
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03280,S03280,S03280,20230517,20230606,374,909,20230608,20230620,12,312.1,508.1,64,20230803,0.871,0.4,5.56,20230615,6.436,20230615,315,sample,Wetland Pool 28,Wetland Pool 28,South edge,sample,,,41.025565,-83.68749667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03279,S03279,S03279,20230517,20230606,605,"1,626",20230608,20230620,32.7,298.2,942.1,92,20230803,1.005,0.4,10.466,20230615,6.252,20230615,296,sample,Wetland Pool 22,Wetland Pool 22,North edge dry area,sample,,,41.02503667,-83.687485
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03096,S03096,S03096,20221027,20221220,593,"1,643",20221219,20230105,10.2,554.1,323.6,58,20221230,0.2,0.4,5.471,20221216,6.2704,20221215,19.74,sample,Wetland Pool 39,Wetland Pool 39,Interior,sample,,,41.024035,-83.68743833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00402,S00402,S00402,20220628,20220930,349,553,20220922,20221006,11.4,489.9,749,102,20221003,0.546,0.4,1,20221004,6.5096,20220712,26.9,sample,Wetland Pool 28,Wetland Pool 28,SW side,sample,,,41.02569004,-83.68742507
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03274,S03274,S03274,20230517,20230606,524,"1,161",20230608,20230620,10.7,543.2,920.2,125,20230803,0.2,1.076,7.788,20230615,5.976,20230615,191,sample,Wetland Pool 39,Wetland Pool 39,East edge ,sample,,,41.02397,-83.687375
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03275,S03275,S03275,20230517,20230606,504,"1,579",20230608,20230620,8.3,149.1,800.3,92,20230803,0.407,0.4,3.598,20230615,6.804,20230615,227,sample,Wetland Pool 39,Wetland Pool 39,4 m east of pool,sample,,,41.02396667,-83.68735667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00398,S00398,S00398,20220628,20220930,752,"2,133",20220922,20221006,16.5,758.3,830.9,121,20221003,0.912,0.375,1,20221004,6.2336,20220712,14.05,sample,Wetland Pool 39,Wetland Pool 39,East side,sample,,,41.0241303,-83.68730402
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00014,D00014,A-20210527-20-02D,20210527,20210615,654,1302,20210728,20210813,13.3,373,866,106.7726217,,,,,,,,,sample,Wetland Pool 22,Wetland Pool 22,Pool ,sample,The pool was full and no vegetation could be seen in or directly surrounding it.,,41.0249,-83.6873
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00034,S00034,A-20210527-20-02S,20210527,20210615,566,1353,20210728,20210813,13.7,192,583,63.90489732,,,,,,,,,sample,Wetland Pool 22,Wetland Pool 22,Soil near pool ,sample,"The ground was harder around this pool and there was no vegetation present within or directly around it, it had not yet been sprayed with seed.",,41.0249,-83.6873
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03104,S03104,S03104,20221027,20221220,543,"1,536",20221219,20230105,14.4,465.6,558.3,75,20221230,0.2,0.4,3.277,20221216,6.482,20221215,47.1,sample,Wetland Pool 28,Wetland Pool 28,,sample,,,41.025875,-83.68724833
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_D00039,D00039,D00039,20210730,20210806,749,1613,20210809,20210825,10,174,765,87,,,,,,,,,sample ,Wetland Pool 22,Wetland Pool 22,"Southwest corner, 35 degrees northeast facing the center, About 3 m into start of water ",sample ,"Much vegetation In this area, very muddy. ",,41.024722,-83.687222
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00070,S00070,S00070,20210730,20210806,676,1805,20210809,20210825,21.3,480,446,56,,,,,,,,,sample,Wetland Pool 22,Wetland Pool 22,"About 3 m from start of water but edges of pool are unclear, 315 north west towards center of pool in the southeast corner ",sample,,,41.024722,-83.687222
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03103,S03103,S03103,20221027,20221220,557,653,20221219,20230105,24.6,337.2,646.6,68,20221230,3.529,0.4,5.131,20221216,6.7212,20221215,39.8,sample,Wetland Pool 29,Wetland Pool 29,Partway between 29 and 28,sample,,,41.02557833,-83.68722167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03281,S03281,S03281,20230517,20230606,698,"2,283",20230608,20230620,21.5,452.2,842.7,100,20230803,0.648,0.4,11.179,20230615,6.988,20230615,636,sample,Wetland Pool 29,Wetland Pool 29,About 100 feet north of pool edge ,sample,,,41.02604,-83.68700333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03282,S03282,S03282,20230517,20230606,628,"1,517",20230608,20230620,12.9,482.5,931.4,121,20230803,0.694,0.4,11.166,20230615,6.528,20230615,360,sample,Wetland Pool 29,Wetland Pool 29,North edge,sample,,,41.02604,-83.68700333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00403,S00403,S00403,20220628,20220930,634,"1,559",20220922,20221006,13.4,668.8,935.7,131,20221003,1.617,0.4,2.619,20221004,6.528,20220712,36,sample,Wetland Pool 29,Wetland Pool 29,West side,sample,,,41.0255922,-83.68695576
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03102,S03102,S03102,20221027,20221220,408,667,20221219,20230105,8.4,638.4,684.5,106,20221230,0.2,0.4,2.252,20221216,6.298,20221215,50.5,sample,Wetland Pool 29,Wetland Pool 29,Interior,sample,,,41.025495,-83.68685
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03095,S03095,S03095,20221027,20221220,609,"1,832",20221219,20230105,12.8,747.6,539.6,91,20221230,0.307,0.4,11.993,20221216,5.93,20221215,30,sample,Wetland Pool 21,Wetland Pool 21,Interior,sample,,,41.023775,-83.68677333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00397,S00397,S00397,20220628,20220930,705,"1,589",20220922,20221006,15.4,727.2,681,103,20221003,2.071,0.525,1,20221004,6.252,20220712,12.75,sample,Wetland Pool 21,Wetland Pool 21,Near center,sample,,,41.02385838,-83.68672331
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03272,S03272,S03272,20230517,20230606,676,"1,951",20230608,20230620,17.2,644.9,1144.5,150,20230803,0.361,0.4,8.031,20230615,6.16,20230615,164.8,sample,Wetland Pool 21,Wetland Pool 21,East side near staff gauge ,sample,,,41.02371333,-83.68666333
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00404,S00404,S00404,20220628,20220930,677,"1,852",20220922,20221006,13.7,394.5,698.7,88,20221003,0.232,0.4,3.426,20221004,6.436,20220712,50.1,sample,Wetland Pool 30,Wetland Pool 30,"Between pools 22,23,28,29,30,40,41",sample,,Dry area,41.02529755,-83.68665452
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03273,S03273,S03273,20230517,20230606,608,"1,692",20230608,20230620,84.2,408.8,947.7,47,20230803,2.352,0.4,5.368,20230615,6.528,20230615,200.5,sample,Wetland Pool 21,Wetland Pool 21,4 m eastof pool dry area ,sample,,,41.02375333,-83.686595
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00405,S00405,S00405,20220628,20220930,752,"2,061",20220922,20221006,5.1,126.6,523.7,62,20221003,0.633,0.4,3.254,20221004,7.0156,20220712,34.8,sample,Wetland Pool 23,Wetland Pool 23,Next to red flag,sample,,Dry,41.02476968,-83.68654744
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221027_S03101,S03101,S03101,20221027,20221220,610,"2,404",20221219,20230105,9.1,182.3,555,65,20221230,0.493,0.4,2.702,20221216,6.1692,20221215,33.8,sample,Wetland Pool 23,Wetland Pool 23,Interior,sample,,,41.02477333,-83.68651167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03309,S03309,S03309,20230517,20230717,815,"1,967",20230608,20230620,8.3,167.3,885.5,103,20230614,3.119,0.741,3.647,20230615,7.448,20230615,132.2,sample,Wetland Pool 23,Wetland Pool 23,Raised area northwest edge ,sample,,,41.02482833,-83.68646167
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03308,S03308,S03308,20230517,20230717,573,"1,588",20230608,20230620,11.8,281.6,905.5,108,20230614,1.678,0.4,6.583,20230615,6.528,20230615,47.9,sample,Wetland Pool 23,Wetland Pool 23,Center,sample,,,41.02480833,-83.68643667
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230517_S03284,S03284,S03284,20230517,20230606,422,636,20230608,20230620,7.8,531.3,80.9,31,20230803,0.874,0.4,7.399,20230615,7.632,20230615,1503,sample,Wetland Pool 30,Wetland Pool 30,About 8 m north of pool,sample,,,41.02604167,-83.68638667
